userId,itemIds,scores
408,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8170523047447205, 0.8049558401107788, 0.8039563894271851, 0.7986854910850525, 0.7880330085754395, 0.776925265789032, 0.7717039585113525, 0.7703016996383667, 0.7681704163551331, 0.7671167850494385]"
409,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8361228108406067, 0.8266556262969971, 0.8260878324508667, 0.821528434753418, 0.8128859400749207, 0.8047182559967041, 0.7998794913291931, 0.7989978194236755, 0.7973613142967224, 0.7962810397148132]"
410,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.9331367611885071, 0.915263831615448, 0.914327085018158, 0.9051136374473572, 0.889991283416748, 0.8639978766441345, 0.8624991178512573, 0.8607388734817505, 0.859601616859436, 0.8558306694030762]"
411,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7816341519355774, 0.7684552073478699, 0.7671723961830139, 0.7618391513824463, 0.750387966632843, 0.7379095554351807, 0.732807457447052, 0.7310945987701416, 0.7287504076957703, 0.7277722954750061]"
412,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6583728790283203, 0.6442003846168518, 0.642553448677063, 0.6373891234397888, 0.6253377199172974, 0.6120469570159912, 0.6070383191108704, 0.6046893000602722, 0.6021371483802795, 0.6014984250068665]"
413,"[303, 282, 341, 2191, 557, 107, 247, 502, 458, 139]","[1.0408092737197876, 1.0399843454360962, 1.0391788482666016, 1.0381226539611816, 1.0373940467834473, 1.0344934463500977, 1.0342092514038086, 1.0325236320495605, 1.0323580503463745, 1.0321500301361084]"
414,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8221735954284668, 0.805492639541626, 0.8037899136543274, 0.7971620559692383, 0.7829449772834778, 0.7662607431411743, 0.7605161070823669, 0.7584456205368042, 0.7554855942726135, 0.7542913556098938]"
415,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6258609294891357, 0.6119877099990845, 0.6103897094726562, 0.6052910089492798, 0.5935298800468445, 0.5798938274383545, 0.575318455696106, 0.5732369422912598, 0.5707515478134155, 0.5700008273124695]"
416,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.753431499004364, 0.735960841178894, 0.7338655591011047, 0.7276152968406677, 0.7128505706787109, 0.6964557766914368, 0.6904147863388062, 0.687410295009613, 0.6842584609985352, 0.6835782527923584]"
417,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8128989338874817, 0.7965075969696045, 0.7946370840072632, 0.7885906100273132, 0.7745718359947205, 0.7596598863601685, 0.7535253167152405, 0.7507320642471313, 0.7477782964706421, 0.747057318687439]"
418,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9076392650604248, 0.8929870128631592, 0.8916745185852051, 0.8854905962944031, 0.8727135062217712, 0.8592665791511536, 0.8531503677368164, 0.8512687683105469, 0.8486809730529785, 0.8475642800331116]"
419,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.88751220703125, 0.8725762963294983, 0.871013879776001, 0.8652614951133728, 0.8522573709487915, 0.8395460844039917, 0.8332047462463379, 0.8306102752685547, 0.8279238939285278, 0.8272115588188171]"
420,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.45003607869148254, 0.44193053245544434, 0.44108346104621887, 0.43793365359306335, 0.430930495262146, 0.42335450649261475, 0.42028018832206726, 0.419094979763031, 0.4176492691040039, 0.41714105010032654]"
421,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6466878652572632, 0.6388658881187439, 0.6383599638938904, 0.634671688079834, 0.6276056170463562, 0.6211661696434021, 0.6170990467071533, 0.6161869764328003, 0.6148154139518738, 0.6140788793563843]"
422,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4264565110206604, 0.41618338227272034, 0.41523563861846924, 0.41088420152664185, 0.4022984206676483, 0.3899625241756439, 0.3874220848083496, 0.38694092631340027, 0.3851638734340668, 0.3839903175830841]"
423,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9011857509613037, 0.8854443430900574, 0.8838552832603455, 0.8776117563247681, 0.8639771342277527, 0.8498357534408569, 0.8434405326843262, 0.8410338163375854, 0.8382244110107422, 0.8372995257377625]"
424,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1120699644088745, 1.093143343925476, 1.0913032293319702, 1.083652138710022, 1.0672192573547363, 1.0495260953903198, 1.0420914888381958, 1.0395327806472778, 1.0361742973327637, 1.034827470779419]"
425,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8178488612174988, 0.8008058071136475, 0.7990095615386963, 0.792367696762085, 0.7778734564781189, 0.7607816457748413, 0.7550430297851562, 0.7528579235076904, 0.7498359680175781, 0.7486618161201477]"
426,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6741212606430054, 0.6638598442077637, 0.6629565358161926, 0.658614993095398, 0.6496005058288574, 0.6405768990516663, 0.6360409259796143, 0.6346310973167419, 0.6328102350234985, 0.6320621371269226]"
427,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.083977222442627, 1.0675987005233765, 1.0661847591400146, 1.0591905117034912, 1.044793725013733, 1.030103087425232, 1.0229623317718506, 1.0208474397659302, 1.0179531574249268, 1.016667127609253]"
428,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6586921811103821, 0.6464220285415649, 0.6458934545516968, 0.6393056511878967, 0.6289168000221252, 0.6099905371665955, 0.6098771691322327, 0.608143150806427, 0.6079339981079102, 0.6049995422363281]"
429,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6647281050682068, 0.6508848071098328, 0.6493943333625793, 0.6440860033035278, 0.6323021054267883, 0.6186190247535706, 0.6139153838157654, 0.6120229363441467, 0.6095510125160217, 0.6086730360984802]"
430,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2993208169937134, 0.2935226261615753, 0.29304835200309753, 0.2904765009880066, 0.28553566336631775, 0.2787044942378998, 0.27707141637802124, 0.27686211466789246, 0.27586543560028076, 0.2751244008541107]"
431,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0308654308319092, 1.015293836593628, 1.0138893127441406, 1.007380485534668, 0.9936782717704773, 0.9805243015289307, 0.9733912944793701, 0.9710236191749573, 0.9682635068893433, 0.9672580361366272]"
432,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4193585216999054, 0.4088130593299866, 0.4076860845088959, 0.40358269214630127, 0.3947643041610718, 0.3831055760383606, 0.38022029399871826, 0.3791663944721222, 0.3773125410079956, 0.37645742297172546]"
433,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1172879934310913, 1.0934841632843018, 1.090775966644287, 1.0819664001464844, 1.0617175102233887, 1.0390968322753906, 1.0307451486587524, 1.0269849300384521, 1.0227054357528687, 1.021518349647522]"
434,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5885865688323975, 0.5749162435531616, 0.5734080672264099, 0.5682163834571838, 0.5566946864128113, 0.543117105960846, 0.5385943055152893, 0.5366681814193726, 0.534225583076477, 0.5334461331367493]"
435,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8502199053764343, 0.8348553776741028, 0.8340946435928345, 0.8261066675186157, 0.8130297064781189, 0.7910169959068298, 0.7894296050071716, 0.7879514694213867, 0.7869405746459961, 0.7836899161338806]"
436,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8868491053581238, 0.871151328086853, 0.8701150417327881, 0.8625651597976685, 0.8491114974021912, 0.8294289708137512, 0.8254045248031616, 0.825180172920227, 0.8227675557136536, 0.8202338814735413]"
437,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0835425853729248, 1.0741418600082397, 1.073781967163086, 1.068884015083313, 1.0598927736282349, 1.0543208122253418, 1.047661304473877, 1.0463258028030396, 1.0446956157684326, 1.0437588691711426]"
438,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4209690988063812, 0.40986567735671997, 0.40858587622642517, 0.40447792410850525, 0.39520886540412903, 0.38338109850883484, 0.3802681267261505, 0.3788672089576721, 0.3768906593322754, 0.3761790990829468]"
439,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3910791575908661, 0.3843684196472168, 0.38362884521484375, 0.38111647963523865, 0.3752780854701996, 0.3695830702781677, 0.3667723536491394, 0.36555230617523193, 0.3643377423286438, 0.36405524611473083]"
440,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6069585084915161, 0.5931183695793152, 0.5915830135345459, 0.5863533616065979, 0.5746625661849976, 0.5603665709495544, 0.55610191822052, 0.5543250441551208, 0.5518667101860046, 0.5509399175643921]"
441,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2090815007686615, 0.20675651729106903, 0.20665396749973297, 0.2054470181465149, 0.20332635939121246, 0.20122547447681427, 0.20002612471580505, 0.19989308714866638, 0.19949904084205627, 0.19917994737625122]"
442,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5588523149490356, 0.5455048084259033, 0.5439584851264954, 0.5390507578849792, 0.5278142690658569, 0.5145466923713684, 0.5102598667144775, 0.5082806348800659, 0.5058878660202026, 0.5051873922348022]"
443,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.6451780796051025, 0.6292384266853333, 0.6280994415283203, 0.6205341815948486, 0.6073146462440491, 0.5846028923988342, 0.582953929901123, 0.582050085067749, 0.5803105235099792, 0.577476441860199]"
444,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8145719170570374, 0.7953745722770691, 0.7932155132293701, 0.7860268950462341, 0.7698614597320557, 0.7507380843162537, 0.7445010542869568, 0.7417522668838501, 0.7383161187171936, 0.7372463941574097]"
445,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8642871975898743, 0.8440353274345398, 0.8426641225814819, 0.8328872323036194, 0.8160264492034912, 0.786592423915863, 0.7849794030189514, 0.7835100293159485, 0.7816439270973206, 0.7778060436248779]"
446,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8146055340766907, 0.7969022393226624, 0.7958438992500305, 0.7870028018951416, 0.772188127040863, 0.746383786201477, 0.745002031326294, 0.7434741854667664, 0.7421093583106995, 0.7385768294334412]"
447,"[303, 282, 341, 557, 2191, 107, 247, 502, 458, 139]","[1.034415602684021, 1.0329704284667969, 1.0322493314743042, 1.0302340984344482, 1.030027151107788, 1.0269291400909424, 1.0252666473388672, 1.0243183374404907, 1.0240205526351929, 1.023716688156128]"
448,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5590683817863464, 0.5462577939033508, 0.5448297262191772, 0.5400242209434509, 0.5292074680328369, 0.5162878632545471, 0.512199342250824, 0.5104321241378784, 0.5081438422203064, 0.5073714852333069]"
449,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.557499349117279, 0.5472800135612488, 0.5463033318519592, 0.5421084761619568, 0.5333173274993896, 0.5231021642684937, 0.5194349884986877, 0.5182825326919556, 0.5164765119552612, 0.5156410336494446]"
450,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5260962843894958, 0.5144912600517273, 0.5136342644691467, 0.5082310438156128, 0.4984966814517975, 0.482740581035614, 0.48086702823638916, 0.4804876148700714, 0.4789247512817383, 0.47699251770973206]"
451,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0318931341171265, 1.0136817693710327, 1.0119198560714722, 1.004523754119873, 0.9887856841087341, 0.9712598919868469, 0.9643903374671936, 0.9620916843414307, 0.9588603973388672, 0.9574988484382629]"
452,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0822538137435913, 1.0661612749099731, 1.0647737979888916, 1.0579015016555786, 1.0437244176864624, 1.029219627380371, 1.0222296714782715, 1.0201882123947144, 1.0173455476760864, 1.0160475969314575]"
453,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.48015233874320984, 0.47228002548217773, 0.4715341627597809, 0.4683190882205963, 0.4614540934562683, 0.4546400010585785, 0.4512118399143219, 0.449999064207077, 0.44859352707862854, 0.4481233060359955]"
454,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7514219880104065, 0.7330589890480042, 0.731831967830658, 0.7229230999946594, 0.7077009081840515, 0.6805006861686707, 0.6794893741607666, 0.6779801249504089, 0.6764771938323975, 0.6729121208190918]"
455,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5060145258903503, 0.49715548753738403, 0.4966447949409485, 0.4922162592411041, 0.4846322238445282, 0.4732399880886078, 0.4712006151676178, 0.4708777070045471, 0.469727098941803, 0.46818143129348755]"
456,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6110306978225708, 0.5980219841003418, 0.5966988801956177, 0.5915246605873108, 0.5805000066757202, 0.5668243765830994, 0.5627321004867554, 0.561331033706665, 0.5590252876281738, 0.5579819083213806]"
457,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7497295141220093, 0.7323032021522522, 0.7312412858009338, 0.7225612998008728, 0.7080702781677246, 0.6820454597473145, 0.6812403202056885, 0.679579496383667, 0.678405225276947, 0.6748611330986023]"
458,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4479690194129944, 0.4371125102043152, 0.43573126196861267, 0.43203264474868774, 0.42287400364875793, 0.4131380617618561, 0.4092869460582733, 0.407143235206604, 0.40516647696495056, 0.4049234390258789]"
459,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7626613974571228, 0.7472147345542908, 0.7454243898391724, 0.7397871017456055, 0.7265737056732178, 0.7129683494567871, 0.706985354423523, 0.7041599154472351, 0.70136958360672, 0.7008157968521118]"
460,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5118810534477234, 0.4985887408256531, 0.497117280960083, 0.49203601479530334, 0.48094499111175537, 0.4660602807998657, 0.4626029431819916, 0.46127188205718994, 0.4589238166809082, 0.45785123109817505]"
461,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0164443254470825, 1.0080821514129639, 1.0078693628311157, 1.0032612085342407, 0.9951919913291931, 0.9901504516601562, 0.9840521216392517, 0.9830719232559204, 0.9816420078277588, 0.980652928352356]"
462,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4737429916858673, 0.4635351300239563, 0.462431401014328, 0.4585127532482147, 0.44985291361808777, 0.4396139085292816, 0.43623366951942444, 0.43487489223480225, 0.43305763602256775, 0.4323940873146057]"
463,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9278813600540161, 0.9103952050209045, 0.9087062478065491, 0.901552140712738, 0.8865562081336975, 0.8689191341400146, 0.8627720475196838, 0.860820472240448, 0.8577375411987305, 0.8563074469566345]"
464,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8260775804519653, 0.8124207258224487, 0.8112894892692566, 0.8053110837936401, 0.7934548854827881, 0.7796050310134888, 0.7744911909103394, 0.7732943296432495, 0.7709107995033264, 0.769539475440979]"
465,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8823827505111694, 0.8646342754364014, 0.8625031113624573, 0.8562241792678833, 0.8410162329673767, 0.8265695571899414, 0.8191825747489929, 0.8154347538948059, 0.8122004270553589, 0.8118719458580017]"
466,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.28711897134780884, 0.2822817862033844, 0.2818606197834015, 0.27978506684303284, 0.2755945920944214, 0.27068963646888733, 0.2689160108566284, 0.2684602737426758, 0.26761311292648315, 0.26714831590652466]"
467,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.582901120185852, 0.5683073997497559, 0.5673898458480835, 0.5601568222045898, 0.5480940937995911, 0.5260082483291626, 0.5255902409553528, 0.5241605043411255, 0.5232146978378296, 0.5202533602714539]"
468,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0958771705627441, 1.083285927772522, 1.0824153423309326, 1.0766208171844482, 1.0651286840438843, 1.0551412105560303, 1.0484333038330078, 1.046796202659607, 1.0445820093154907, 1.043440818786621]"
469,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.8328150510787964, 0.8137193322181702, 0.8125237226486206, 0.8030968308448792, 0.7871895432472229, 0.7593957781791687, 0.7578901052474976, 0.7563556432723999, 0.7547613978385925, 0.7510507106781006]"
470,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4887070655822754, 0.4766801595687866, 0.47525620460510254, 0.47090810537338257, 0.4608018398284912, 0.44901931285858154, 0.44512736797332764, 0.4432293176651001, 0.44107338786125183, 0.4405179023742676]"
471,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.41307494044303894, 0.4048403799533844, 0.40389835834503174, 0.40086305141448975, 0.393815279006958, 0.3862508237361908, 0.383210152387619, 0.381830632686615, 0.3803499639034271, 0.3799721300601959]"
472,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4065972566604614, 0.4003739356994629, 0.3998138904571533, 0.3972136378288269, 0.3917437195777893, 0.38649284839630127, 0.3836463987827301, 0.3826952576637268, 0.3815891742706299, 0.38119831681251526]"
473,"[303, 282, 341, 2191, 557, 107, 247, 458, 502, 139]","[1.0294958353042603, 1.028796911239624, 1.027944564819336, 1.026609182357788, 1.026149034500122, 1.0233395099639893, 1.022803544998169, 1.0212637186050415, 1.0212229490280151, 1.0210798978805542]"
474,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.9658620357513428, 0.9479902386665344, 0.9460794925689697, 0.9392411708831787, 0.9238359332084656, 0.9083870053291321, 0.9010160565376282, 0.8978934288024902, 0.8946900963783264, 0.8939132690429688]"
475,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7629462480545044, 0.7468442320823669, 0.7459421157836914, 0.7377585768699646, 0.7242625951766968, 0.7006614804267883, 0.699499249458313, 0.6979696750640869, 0.6968791484832764, 0.6935686469078064]"
476,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1081514358520508, 1.0967459678649902, 1.0960125923156738, 1.0906888246536255, 1.0800868272781372, 1.0727472305297852, 1.065591812133789, 1.0636636018753052, 1.061644434928894, 1.0608174800872803]"
477,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3687051236629486, 0.36060523986816406, 0.35984015464782715, 0.3564647138118744, 0.3496311902999878, 0.34038200974464417, 0.33813533186912537, 0.3375832438468933, 0.336172491312027, 0.33532747626304626]"
478,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.837411642074585, 0.8286681771278381, 0.8281880021095276, 0.8239039778709412, 0.815821647644043, 0.8086263537406921, 0.8038628697395325, 0.8030261397361755, 0.8015223145484924, 0.8005000352859497]"
479,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1193573474884033, 1.1092047691345215, 1.1086089611053467, 1.1037741899490356, 1.0941122770309448, 1.0887082815170288, 1.0815379619598389, 1.0795929431915283, 1.0777904987335205, 1.0771130323410034]"
480,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.29343581199645996, 0.29029056429862976, 0.29009196162223816, 0.2886035740375519, 0.28569942712783813, 0.28338438272476196, 0.281565397977829, 0.2811295688152313, 0.28058114647865295, 0.28029853105545044]"
481,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.833706796169281, 0.8210816979408264, 0.8199975490570068, 0.8145797848701477, 0.8034892678260803, 0.7917385101318359, 0.786449134349823, 0.7849736213684082, 0.7827547788619995, 0.7816603779792786]"
482,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.125313639640808, 1.1141853332519531, 1.113478183746338, 1.1082762479782104, 1.0978535413742065, 1.0910778045654297, 1.0838403701782227, 1.0818603038787842, 1.0798975229263306, 1.0791176557540894]"
483,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0157060623168945, 1.0027590990066528, 1.0017585754394531, 0.9959890246391296, 0.9843472242355347, 0.973954439163208, 0.9673412442207336, 0.9655006527900696, 0.9632200598716736, 0.9622074961662292]"
484,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.4873802959918976, 0.47477689385414124, 0.47396203875541687, 0.4677685797214508, 0.45737573504447937, 0.43830689787864685, 0.4379527270793915, 0.4367588460445404, 0.4358993172645569, 0.4333753287792206]"
485,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.724465012550354, 0.7074822187423706, 0.7063542008399963, 0.6981059312820435, 0.683971107006073, 0.6593974232673645, 0.6579427123069763, 0.6567172408103943, 0.6551463603973389, 0.6519418954849243]"
486,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6732146739959717, 0.6580309271812439, 0.6561745405197144, 0.6508419513702393, 0.6379672884941101, 0.6243926286697388, 0.6188346743583679, 0.6159504055976868, 0.613193154335022, 0.6127591729164124]"
487,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8327168226242065, 0.817858874797821, 0.8163490891456604, 0.8104701042175293, 0.7976322770118713, 0.7833731770515442, 0.7778613567352295, 0.7758753895759583, 0.7732377052307129, 0.7721867561340332]"
488,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.1317658424377441, 1.1196619272232056, 1.1188446283340454, 1.1132822036743164, 1.102099061012268, 1.0937877893447876, 1.0865821838378906, 1.0846258401870728, 1.0824904441833496, 1.081578016281128]"
489,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8301545977592468, 0.8153655529022217, 0.8137577176094055, 0.8081693649291992, 0.7953609228134155, 0.7827649116516113, 0.776593029499054, 0.7739294171333313, 0.7712734937667847, 0.7706525325775146]"
490,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6079237461090088, 0.59771728515625, 0.5967000126838684, 0.5926138162612915, 0.5837318897247314, 0.5748084187507629, 0.5704733729362488, 0.5688663721084595, 0.5670504570007324, 0.5664622187614441]"
491,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.7547653913497925, 0.7456673383712769, 0.7453466653823853, 0.740393877029419, 0.7322319149971008, 0.7215679883956909, 0.7184719443321228, 0.718093991279602, 0.716978907585144, 0.715211808681488]"
492,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.659149169921875, 0.6459136009216309, 0.6446095705032349, 0.6392422914505005, 0.6279621720314026, 0.6140971183776855, 0.6097976565361023, 0.6084306836128235, 0.6060990691184998, 0.6049742698669434]"
493,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.44509878754615784, 0.4334374964237213, 0.43220824003219604, 0.42761367559432983, 0.41789916157722473, 0.40436094999313354, 0.4015005826950073, 0.4005662202835083, 0.3985236585140228, 0.3974447250366211]"
494,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.040238618850708, 1.0253000259399414, 1.0239068269729614, 1.0177773237228394, 1.0045300722122192, 0.9929468035697937, 0.9855785965919495, 0.9829246997833252, 0.9802528023719788, 0.9794893860816956]"
495,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.3792671263217926, 0.3723730146884918, 0.3715534806251526, 0.3691151440143585, 0.3631409704685211, 0.3576292097568512, 0.3546822965145111, 0.3532193899154663, 0.35196739435195923, 0.3518141806125641]"
496,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.6700960397720337, 0.653789758682251, 0.6518745422363281, 0.6459506750106812, 0.6322392821311951, 0.6159264445304871, 0.6108158826828003, 0.608378529548645, 0.60545814037323, 0.604614794254303]"
497,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.608790934085846, 0.5932649374008179, 0.5922003984451294, 0.584718644618988, 0.5718899369239807, 0.5489374399185181, 0.5480542182922363, 0.5468422174453735, 0.5455028414726257, 0.5425472259521484]"
498,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2491976022720337, 0.24726220965385437, 0.24722209572792053, 0.2461378425359726, 0.24424420297145844, 0.2431870549917221, 0.2416907250881195, 0.2414463609457016, 0.2411119043827057, 0.24088747799396515]"
499,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.729799747467041, 0.7174785733222961, 0.7163884043693542, 0.7111441493034363, 0.7004594802856445, 0.6879374384880066, 0.6834532618522644, 0.6822810769081116, 0.680121123790741, 0.6789386868476868]"
500,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.5342260599136353, 0.5247746109962463, 0.524257481098175, 0.5194674134254456, 0.5113930106163025, 0.4984455108642578, 0.4969664216041565, 0.4963156580924988, 0.49541202187538147, 0.49356672167778015]"
501,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.4467621445655823, 0.43834662437438965, 0.4374747574329376, 0.43417593836784363, 0.4269477427005768, 0.4187949299812317, 0.4157584309577942, 0.4146260619163513, 0.4131231904029846, 0.41255179047584534]"
502,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7568514943122864, 0.7438684105873108, 0.7425934672355652, 0.7373617887496948, 0.7260985374450684, 0.7142264246940613, 0.7089954018592834, 0.7071359753608704, 0.7048293352127075, 0.703976571559906]"
503,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.7168493270874023, 0.705051600933075, 0.7038817405700684, 0.6991977691650391, 0.6889083385467529, 0.6784719228744507, 0.6735563278198242, 0.6717381477355957, 0.6696351766586304, 0.668919026851654]"
504,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.37559667229652405, 0.3691507875919342, 0.36856645345687866, 0.36585429310798645, 0.36027395725250244, 0.35402339696884155, 0.351545125246048, 0.3508028984069824, 0.3496656119823456, 0.34913361072540283]"
505,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.37897589802742004, 0.3745644688606262, 0.3742191791534424, 0.37228405475616455, 0.3682589530944824, 0.3655524253845215, 0.362842857837677, 0.36194539070129395, 0.36116164922714233, 0.3609672784805298]"
506,"[303, 341, 282, 557, 107, 2191, 458, 502, 139, 554]","[0.4579615294933319, 0.44594335556030273, 0.445096492767334, 0.43935146927833557, 0.42943692207336426, 0.41177377104759216, 0.41100195050239563, 0.4101339876651764, 0.40902310609817505, 0.4067886769771576]"
507,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.2673396170139313, 0.26386114954948425, 0.2635991871356964, 0.2620413899421692, 0.25892066955566406, 0.25589489936828613, 0.2542414367198944, 0.2538292706012726, 0.25322094559669495, 0.25289905071258545]"
508,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[1.0545904636383057, 1.0444867610931396, 1.0438467264175415, 1.0391285419464111, 1.0296062231063843, 1.024102807044983, 1.0171552896499634, 1.0151574611663818, 1.01337468624115, 1.012768030166626]"
509,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.8289945721626282, 0.8143548369407654, 0.812949538230896, 0.806977391242981, 0.7943289875984192, 0.7798492312431335, 0.7745215892791748, 0.7728245854377747, 0.7702397108078003, 0.769044041633606]"
510,"[303, 341, 282, 557, 107, 2191, 502, 458, 139, 554]","[0.5521047711372375, 0.5420045852661133, 0.5408908128738403, 0.5370952486991882, 0.528370201587677, 0.5197713971138, 0.5155835151672363, 0.513737678527832, 0.5119280219078064, 0.5115275979042053]"
